Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
LINC01511	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-325I22.3	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
SLC6A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LPCAT1	185.0	332.0	202.0	377.0	219.0	5019.0	5154.0	2723.0	2508.0	5019.0
CTD-2245E15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2012J19.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2587M23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL36	295.0	239.0	261.0	540.0	284.0	668.0	1503.0	424.0	504.0	617.0
NDUFS6	1002.0	825.0	952.0	1923.0	1079.0	1332.0	3147.0	817.0	973.0	1071.0
CTD-2194D22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259O2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259O2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259O2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-129I19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-468D11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-35O7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01019	9.0	1.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
RP11-121L11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2012M11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2287N17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2383I20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2008N3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-445O3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-445O3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-445O3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2318H23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2046I8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2297D10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2297D10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICE1	1311.0	862.0	1421.0	1812.0	1638.0	2597.0	4547.0	1727.0	1504.0	2553.0
CTC-471C19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-471C19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2299N12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ33360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED10	513.0	260.0	510.0	568.0	560.0	639.0	1015.0	416.0	445.0	587.0
UBE2QL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NSUN2	1872.0	1335.0	1698.0	2843.0	1739.0	3926.0	6420.0	2303.0	2573.0	3938.0
SRD5A1	200.0	106.0	182.0	238.0	181.0	87.0	126.0	122.0	98.0	102.0
CTD-2044J15.2	49.0	12.0	23.0	29.0	33.0	12.0	12.0	22.0	4.0	11.0
CTD-2044J15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
PAPD7	468.0	228.0	520.0	520.0	600.0	601.0	959.0	495.0	403.0	591.0
RP11-332J15.3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
RP11-332J15.4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
RP11-332J15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-332J15.2	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-122F24.1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-404K5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADCY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-711G10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTRR	625.0	358.0	618.0	883.0	669.0	1877.0	3094.0	1206.0	1224.0	1544.0
FASTKD3	261.0	148.0	218.0	338.0	236.0	550.0	1055.0	312.0	353.0	453.0
CTD-2072I24.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-334G8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-215I16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-480D4.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-480D4.2	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-480D4.6	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4458HG	138.0	48.0	99.0	139.0	113.0	0.0	0.0	0.0	0.0	0.0
RP11-480D4.7	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-417J1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315A16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315A16.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315A16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315A16.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-143A12.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-143A12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2215L10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2201E9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2201E9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2201E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2201E9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNHG18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2001E22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TAS2R1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2143L24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-447B18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-191F9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-191F9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-191F9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-191F9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.3	2.0	0.0	2.0	1.0	1.0	14.0	31.0	7.0	12.0	12.0
CTD-2199O4.7	2.0	0.0	2.0	1.0	1.0	13.0	30.0	7.0	12.0	12.0
CTD-2199O4.6	0.0	0.0	0.0	0.0	1.0	3.0	8.0	4.0	1.0	4.0
FAM173B	407.0	173.0	232.0	393.0	276.0	489.0	797.0	226.0	291.0	453.0
CTD-2256P15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCT5	7663.0	5872.0	7221.0	13407.0	8167.0	13723.0	24307.0	6625.0	9789.0	12353.0
CTD-2256P15.4	18.0	2.0	21.0	18.0	7.0	14.0	8.0	11.0	31.0	35.0
CTD-2256P15.5	5.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
CMBL	4350.0	2176.0	2575.0	3456.0	3011.0	30.0	36.0	22.0	36.0	30.0
CTD-2256P15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2256P15.2	20.0	20.0	18.0	33.0	20.0	31.0	49.0	26.0	17.0	28.0
MARCH6	6406.0	2430.0	6101.0	5825.0	7381.0	6446.0	7654.0	5468.0	3985.0	5661.0
ROPN1L-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROPN1L	18.0	2.0	11.0	4.0	9.0	94.0	130.0	31.0	44.0	52.0
LINC01513	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0
RP11-1C1.6	14.0	3.0	43.0	1.0	41.0	0.0	0.0	0.0	0.0	0.0
RP11-1C1.4	20.0	4.0	79.0	1.0	62.0	0.0	1.0	0.0	0.0	0.0
RP11-1C1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54F2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-54F2.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	52.0	15.0	16.0	6.0	22.0	160.0	342.0	130.0	131.0	122.0
ANKRD33B-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-215G15.5	240.0	47.0	37.0	26.0	40.0	634.0	1227.0	358.0	488.0	456.0
CTD-2154B17.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2154B17.2	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0
DAP	3419.0	1450.0	2402.0	3054.0	2820.0	5356.0	7331.0	4273.0	2940.0	4711.0
CTD-2154B17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
CTD-2154B17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNND2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-308B16.2	9.0	2.0	13.0	11.0	13.0	0.0	0.0	0.0	0.0	0.0
LINC01194	127.0	51.0	124.0	106.0	152.0	0.0	0.0	0.0	0.0	0.0
RP11-419C19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-305H11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAH5	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-51A17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIO	34.0	35.0	78.0	77.0	114.0	276.0	225.0	222.0	220.0	307.0
FAM105A	0.0	0.0	0.0	0.0	0.0	1708.0	2044.0	1580.0	1069.0	1809.0
CTD-2165H16.4	5.0	2.0	7.0	1.0	8.0	9.0	4.0	14.0	1.0	7.0
OTULIN	939.0	548.0	929.0	1178.0	1051.0	1714.0	2610.0	1165.0	1067.0	1595.0
ANKH	83.0	49.0	114.0	131.0	124.0	598.0	818.0	569.0	535.0	521.0
CTB-40H15.4	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0
RP1-251I12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-137K24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXL7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2350J17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MARCH11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
RP11-19O2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-19O2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-167G20.1	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0
RP1-167G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF622	641.0	281.0	528.0	684.0	510.0	1574.0	1886.0	834.0	856.0	1407.0
FAM134B	6.0	0.0	2.0	1.0	0.0	292.0	112.0	151.0	254.0	315.0
RP11-260E18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-461F20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MYO10	1.0	1.0	4.0	0.0	8.0	310.0	588.0	347.0	198.0	206.0
BASP1	0.0	0.0	0.0	0.0	0.0	4447.0	4868.0	4346.0	2710.0	5152.0
CTD-2228A4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091878.1	0.0	0.0	0.0	0.0	0.0	15.0	5.0	16.0	6.0	9.0
CTD-2139B15.2	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CTD-2139B15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2139B15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-321E2.3	0.0	0.0	0.0	0.0	0.0	13.0	9.0	7.0	3.0	6.0
RP11-321E2.4	0.0	0.0	0.0	0.0	0.0	30.0	14.0	39.0	11.0	29.0
RP11-454P21.1	0.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0	1.0	1.0
CTD-2023M8.1	0.0	0.0	1.0	1.0	1.0	2.0	2.0	2.0	0.0	3.0
RP11-124N3.3	16.0	0.0	11.0	7.0	12.0	0.0	0.0	0.0	0.0	0.0
RP11-124N3.2	9.0	2.0	8.0	11.0	11.0	0.0	0.0	0.0	0.0	0.0
CDH18	6.0	6.0	12.0	21.0	14.0	0.0	0.0	0.0	0.0	0.0
RP11-420O16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-774D14.1	10.0	0.0	4.0	6.0	6.0	0.0	0.0	0.0	0.0	0.0
CTD-2333M24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-374A4.1	1.0	0.0	5.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
RP11-823P9.4	3.0	0.0	3.0	5.0	2.0	3.0	14.0	3.0	4.0	0.0
RP11-360I2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-804N13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH12	13.0	7.0	6.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0
RP11-855C21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2234B20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM9	71.0	11.0	21.0	3.0	18.0	0.0	0.0	0.0	0.0	0.0
C5orf17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2074D8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
RP11-116O11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-730N24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-730N24.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-549K20.1	17.0	9.0	9.0	22.0	6.0	4.0	17.0	3.0	1.0	8.0
RP11-184E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-192H6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-184E9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-184E9.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2306M5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-184E9.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2026A21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-351N6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2533K21.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3007L5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01021	84.0	22.0	114.0	55.0	112.0	138.0	382.0	79.0	42.0	50.0
CTD-2061E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2134P3.1	32.0	13.0	19.0	14.0	11.0	0.0	0.0	0.0	0.0	0.0
CTD-2118P12.1	8.0	0.0	7.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0
CTD-2118P12.2	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
CTD-2010I22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2351A16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-152K4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH6	0.0	0.0	0.0	0.0	0.0	6.0	36.0	29.0	5.0	15.0
DROSHA	1263.0	974.0	1432.0	2144.0	1555.0	3371.0	5331.0	2065.0	2500.0	2965.0
C5orf22	887.0	561.0	756.0	1245.0	861.0	1434.0	2497.0	1098.0	1167.0	1557.0
CTD-2008E3.1	5.0	0.0	2.0	4.0	5.0	15.0	22.0	12.0	4.0	15.0
PDZD2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
RP11-5N11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2152M20.2	16.0	1.0	8.0	3.0	5.0	18.0	11.0	6.0	4.0	5.0
GOLPH3	2209.0	837.0	2064.0	1963.0	2451.0	3325.0	5817.0	1733.0	2229.0	2886.0
CTD-2186M15.3	52.0	18.0	22.0	31.0	30.0	47.0	39.0	29.0	14.0	37.0
MTMR12	876.0	521.0	832.0	1288.0	968.0	1379.0	2287.0	905.0	976.0	1276.0
ZFR	2972.0	1391.0	2898.0	3286.0	3234.0	8375.0	14041.0	3257.0	4998.0	6004.0
SUB1	3521.0	1998.0	2656.0	5002.0	3036.0	6612.0	12351.0	3262.0	4302.0	5741.0
CTD-2004A9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPR3	0.0	0.0	4.0	0.0	3.0	40.0	64.0	62.0	58.0	13.0
CTD-2066L21.3	2.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0
CTD-2218G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2066L21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2066L21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-113I22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2203K17.1	8.0	5.0	13.0	6.0	8.0	25.0	28.0	18.0	9.0	27.0
TARS	8028.0	3167.0	8311.0	7319.0	9102.0	12410.0	15516.0	3874.0	8893.0	8960.0
CTD-2233C11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS12	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
RXFP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC45A2	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
AMACR	112.0	50.0	101.0	154.0	116.0	384.0	455.0	257.0	256.0	394.0
C1QTNF3-AMACR	111.0	47.0	96.0	137.0	117.0	333.0	389.0	218.0	220.0	324.0
C1QTNF3	41.0	5.0	15.0	12.0	22.0	38.0	37.0	36.0	23.0	21.0
RP11-1250I15.2	0.0	0.0	0.0	0.0	2.0	2.0	4.0	4.0	2.0	0.0
RP11-1250I15.1	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0	0.0
RP11-1250I15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2024P10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAI14	907.0	867.0	1463.0	1615.0	1525.0	135.0	266.0	104.0	143.0	161.0
CTD-2024P10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2517O10.6	12.0	3.0	15.0	11.0	17.0	1.0	0.0	0.0	2.0	0.0
TTC23L	1.0	3.0	5.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0
RAD1	864.0	525.0	884.0	1316.0	1055.0	1337.0	2216.0	732.0	908.0	1340.0
BRIX1	854.0	884.0	1116.0	2107.0	1353.0	2077.0	3890.0	1238.0	1723.0	2139.0
DNAJC21	1576.0	1010.0	2022.0	2362.0	2256.0	2386.0	4213.0	1457.0	1647.0	2218.0
AGXT2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PRLR	0.0	0.0	0.0	0.0	0.0	52.0	98.0	440.0	64.0	90.0
SPEF2	13.0	1.0	11.0	4.0	9.0	121.0	172.0	255.0	113.0	123.0
CTD-2113L7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IL7R	1.0	0.0	0.0	0.0	0.0	161.0	609.0	160.0	112.0	107.0
RP11-79C6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAPSL	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP11-79C6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT3A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT3A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LMBRD2	955.0	332.0	805.0	725.0	779.0	1714.0	2249.0	1335.0	1577.0	1586.0
SKP2	1215.0	992.0	1422.0	2018.0	1646.0	1551.0	3996.0	1195.0	1103.0	1681.0
NADK2	670.0	473.0	963.0	1196.0	1070.0	1650.0	2803.0	1020.0	1424.0	1576.0
NADK2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
